RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported
1001,LARCENY-ALL OTHER LARCENY,201206429,100,14TH ST NW,CPD ,2012-10-14T00:00:00.000Z,1042
1002,FAMILY OFFENSE-NON-VIOLENT,201206430,2000,STADIUM RD,CPD ,2012-10-14T00:00:00.000Z,1350
1003,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201206431,900,HENRY AVE,CPD ,2012-10-14T00:00:00.000Z,1203
1004,PROPERTY-LOST,201206432,1500,UNIVERSITY AVE,CPD ,2012-10-14T00:00:00.000Z,1348
1005,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206433,1000,WERTLAND ST,CPD ,2012-10-14T00:00:00.000Z,1342
1006,ASSAULT-AGGRAVATED,201206434,700,PROSPECT AVE,CPD ,2012-10-14T00:00:00.000Z,1831
1007,PROPERTY-FOUND/RECOVERED,201206435,100,RUGBY RD,CPD ,2012-10-14T00:00:00.000Z,1530
1008,LARCENY-ALL OTHER LARCENY,201206436,600,ELLIOTT AVE,CPD ,2012-10-14T00:00:00.000Z,1808
1009,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206437,100,3RD ST SE,CPD ,2012-10-14T00:00:00.000Z,1921
1010,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206438,100,14TH ST NW,CPD ,2012-10-14T00:00:00.000Z,2025
1011,PHONE CALLS-THREATENING OR OBSCENE,201206439,1500,CARLTON AVE,CPD ,2012-10-14T00:00:00.000Z,2100
1012,ASSAULT-SIMPLE,201206441,1300,W MAIN ST,CPD ,2012-10-15T00:00:00.000Z,0145
1013,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206443,1300,CHESAPEAKE ST,CPD ,2012-10-15T00:00:00.000Z,0836
1014,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206444,400,GARRETT ST,CPD ,2012-10-15T00:00:00.000Z,0905
1015,MOTOR VEHICLE THEFT/STOLEN AUTO,201206445,300,14TH ST NW,CPD ,2012-10-15T00:00:00.000Z,1000
1016,TRAFFIC-HIT AND RUN,201206446,700,PARK ST,CPD ,2012-10-15T00:00:00.000Z,1117
1017,PROPERTY-LOST,201206448,500,W MAIN ST,CPD ,2012-10-15T00:00:00.000Z,1238
1018,BURGLARY/BREAKING AND ENTERING,201206449,0,UNIVERSITY CIR,CPD ,2012-10-15T00:00:00.000Z,1340
1019,VIOLATE PROTECTIVE ORDER,201206450,900,HENRY AVE,CPD ,2012-10-15T00:00:00.000Z,1530
1020,TRESPASS ON REAL PROPERTY,201206451,700,PROSPECT AVE,CPD ,2012-10-15T00:00:00.000Z,1601
1021,LARCENY-THEFT FROM MOTOR VEHICLE,201206453,700,ORANGEDALE AVE,CPD ,2012-10-15T00:00:00.000Z,1700
1022,ASSAULT-SIMPLE,201206456,1100,5TH ST SW,CPD ,2012-10-16T00:00:00.000Z,0051
1023,LARCENY-THEFT FROM BUILDING,201206457,200,W MAIN ST,CPD ,2012-10-16T00:00:00.000Z,0030
1024,DRUG/NARCOTIC VIOLATION,201206458,500,1ST ST S,CPD ,2012-10-16T00:00:00.000Z,1327
1025,COMMUNITY RELATIONS INITIATIVE (CRI),201206461,800,MCINTIRE RD,CPD ,2012-10-16T00:00:00.000Z,0858
1026,TOWED VEHICLE,201206465,900,1ST ST S,CPD ,2012-10-16T10:19:00.000Z,1019
1027,PERJURY,201206466,600,E MAIN ST,CPD ,2012-10-16T00:00:00.000Z,1031
1028,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201206467,1600,YORKTOWN DR,CPD ,2012-10-16T00:00:00.000Z,1116
1029,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201206468,200,7TH ST SW,CPD ,2012-10-16T00:00:00.000Z,1117
1030,LARCENY-THEFT FROM BUILDING,201206469,300,2ND ST SW,CPD ,2012-10-16T00:00:00.000Z,1118
1031,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206470,200,SHAMROCK RD,CPD ,2012-10-16T00:00:00.000Z,1118
1032,LARCENY-SHOPLIFTING,201206471,300,E MAIN ST,CPD ,2012-10-16T00:00:00.000Z,1119
1033,BURGLARY/BREAKING AND ENTERING,201206474,1400,MONTICELLO RD,CPD ,2012-10-16T00:00:00.000Z,1235
1034,PROPERTY-LOST,201206475,500,VALLEY RD,CPD ,2012-10-16T00:00:00.000Z,1104
1035,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201206476,1500,CARLTON AV,CPD ,2012-10-16T00:00:00.000Z,1350
1036,LARCENY-THEFT FROM MOTOR VEHICLE,201206477,700,HARRIS ST,CPD ,2012-10-16T00:00:00.000Z,1400
1037,ASSAULT-SIMPLE,201206479,1500,CARLTON AVE,CPD ,2012-10-16T00:00:00.000Z,1530
1038,LARCENY-ALL OTHER LARCENY,201206480,1400,MONTICELLO RD,CPD ,2012-10-16T00:00:00.000Z,1800
1039,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201206481,1600,AMHERST ST,CPD ,2012-10-16T00:00:00.000Z,1419
1040,ASSAULT-INTIMIDATION,201206482,700,NASSAU ST,CPD ,2012-10-16T00:00:00.000Z,2000
1041,ASSAULT-INTIMIDATION,201206483,400,PATON ST,CPD ,2012-10-16T00:00:00.000Z,1722
1042,LARCENY-SHOPLIFTING,201206484,200,ZAN RD,CPD ,2012-10-16T00:00:00.000Z,1845
1043,TOWED VEHICLE,201206485,200,2ND ST SW,CPD ,2012-10-16T00:00:00.000Z,1840
1044,TOWED VEHICLE,201206486,200,2ND ST SW,CPD ,2012-10-16T00:00:00.000Z,1835
1045,MISC CRIMINAL/STALKING,201206488,1000,PRESTON AVE,CPD ,2012-10-16T00:00:00.000Z,2050
1046,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206489,1600,MASON LN,CPD ,2012-10-17T00:00:00.000Z,0502
1047,BURGLARY/BREAKING AND ENTERING,201206490,100,CARLTON RD,CPD ,2012-10-17T00:00:00.000Z,0604
1048,BURGLARY/BREAKING AND ENTERING,201206491,800,CHERRY AVE,CPD ,2012-10-17T00:00:00.000Z,0741
1049,ASSAULT-SIMPLE,201206492,400,E MARKET ST,CPD ,2012-10-17T00:00:00.000Z,0842
1050,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201206493,200,W MAIN ST,CPD ,2012-10-22T00:00:00.000Z,1134
1051,LARCENY-ALL OTHER LARCENY,201206494,100,STRIBLING AVE,CPD ,2012-10-17T00:00:00.000Z,1057
1052,LARCENY-THEFT FROM BUILDING,201206495,100,2ND ST SW,CPD ,2012-10-17T00:00:00.000Z,1154
1053,LARCENY-THEFT FROM MOTOR VEHICLE,201206496,1300,RIVER RD,CPD ,2012-10-17T00:00:00.000Z,0933
1054,TRAFFIC-HIT AND RUN,201206497,600,GARRETT ST,CPD ,2012-10-17T00:00:00.000Z,1208
1055,ASSIST CITIZEN-MENTAL/TDO/ECO,201206498,100,PREGORY LN,CPD ,2012-10-17T00:00:00.000Z,1250
1056,PHONE CALLS-THREATENING OR OBSCENE,201206499,2700,JEFFERSON PARK AVE,CPD ,2012-10-17T00:00:00.000Z,1122
1057,MOTOR VEHICLE THEFT/STOLEN AUTO,201206500,200,AVON ST,CPD ,2012-10-17T00:00:00.000Z,1242
1058,LARCENY-SHOPLIFTING,201206501,1400,UNIVERSITY AVE,CPD ,2012-10-17T00:00:00.000Z,1500
1059,BURGLARY/BREAKING AND ENTERING,201206502,100,W MAIN ST,CPD ,2012-10-17T00:00:00.000Z,1523
1060,PROPERTY-FOUND/RECOVERED,201206503,800,RIDGE ST,CPD ,2012-10-17T00:00:00.000Z,1651
1061,ASSIST AGENCY-BACKUP/ASSISTANCE,201206504,1500,E HIGH ST,CPD ,2012-10-17T00:00:00.000Z,1722
1062,EMBEZZLEMENT,201206505,1900,UNIVERSITY AVE,CPD ,2012-10-17T00:00:00.000Z,1702
1063,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206507,300,15TH ST NW,CPD ,2012-10-17T00:00:00.000Z,1853
1064,MOTOR VEHICLE THEFT/STOLEN AUTO,201206508,100,WATER ST,CPD ,2012-10-17T00:00:00.000Z,1806
1065,RUNAWAY,201206509,400,4TH ST NE,CPD ,2012-10-17T00:00:00.000Z,2001
1066,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206510,400,4TH ST NE,CPD ,2012-10-17T00:00:00.000Z,2055
1067,ASSAULT-SIMPLE,201206511,800,W MAIN ST,CPD ,2012-10-17T00:00:00.000Z,2130
1068,ASSAULT-SIMPLE,201206512,1000,LONG ST,CPD ,2012-10-17T00:00:00.000Z,2339
1069,LARCENY-ALL OTHER LARCENY,201206513,600,E MARKET ST,CPD ,2012-10-18T00:00:00.000Z,0136
1070,TOWED VEHICLE,201206514,100,7TH ST SW,CPD ,2012-10-18T00:00:00.000Z,0929
1071,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206515,200,W MAIN ST,CPD ,2012-10-18T00:00:00.000Z,1011
1072,ANIMAL-COMPLAINT,201206517,600,E MARKET ST,CPD ,2012-10-18T00:00:00.000Z,1050
1073,LARCENY-ALL OTHER LARCENY,201206518,100,EMMET ST N,CPD ,2012-10-18T00:00:00.000Z,1139
1074,ASSAULT-INTIMIDATION,201206520,600,E MARKET ST,CPD ,2012-10-18T00:00:00.000Z,1351
1075,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201206521,1000,HARRIS ST,CPD ,2012-10-18T00:00:00.000Z,1352
1076,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201206522,600,RIDGE ST,CPD ,2012-10-17T00:00:00.000Z,1352
1077,ASSAULT-SIMPLE,201206523,100,E MARKET ST,CPD ,2012-10-18T00:00:00.000Z,1515
1078,ASSIST CITIZEN-MENTAL/TDO/ECO,201206524,400,4TH ST NE,CPD ,2012-10-18T00:00:00.000Z,1422
1079,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206526,500,E MARKET ST,CPD ,2012-10-18T00:00:00.000Z,1643
1080,ANIMAL-COMPLAINT,201206527,200,10TH ST NE,CPD ,2012-10-18T00:00:00.000Z,2016
1081,LARCENY-THEFT FROM BUILDING,201206528,500,PATON ST,CPD ,2012-10-18T00:00:00.000Z,2132
1082,TRAFFIC-HIT AND RUN,201206529,400,4TH ST NW,CPD ,2012-10-18T00:00:00.000Z,2011
1083,LARCENY-ALL OTHER LARCENY,201206530,1500,KENWOOD LN,CPD ,2012-10-18T00:00:00.000Z,2013
1084,LARCENY-ALL OTHER LARCENY,201206531,100,E MAIN ST,CPD ,2012-10-18T00:00:00.000Z,2314
1085,ASSAULT-AGGRAVATED,201206532,300,10TH ST NW,CPD ,2012-10-18T00:00:00.000Z,2345
1086,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206533,1500,E HIGH ST,CPD ,2012-10-18T00:00:00.000Z,2330
1087,DISORDERLY CONDUCT,201206535,100,W MAIN ST,CPD ,2012-10-19T00:00:00.000Z,0308
1088,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206536,800,HARDY DR,CPD ,2012-10-19T00:00:00.000Z,0523
1089,CRIME PREVENTION INITIATIVE (CPI),201206537,1800,HYDRAULIC RD,CPD ,2012-10-19T00:00:00.000Z,0526
1090,LARCENY-ALL OTHER LARCENY,201206538,1500,RUGBY RD,CPD ,2012-10-19T00:00:00.000Z,0908
1091,TRAFFIC-HIT AND RUN,201206539,1700,ALLIED ST,CPD ,2012-10-19T00:00:00.000Z,1124
1092,LARCENY-ALL OTHER LARCENY,201206540,1300,LONG ST,CPD ,2012-10-18T00:00:00.000Z,1141
1093,ASSAULT-SIMPLE,201206541,1300,6TH ST SE,CPD ,2012-10-19T00:00:00.000Z,1239
1094,TOWED VEHICLE,201206544,900,E JEFFERSON ST,CPD ,2012-10-19T00:00:00.000Z,1325
1095,BURGLARY/BREAKING AND ENTERING,201206545,100,W HIGH ST,CPD ,2012-10-19T00:00:00.000Z,1400
1096,TOWED VEHICLE,201206547,0,UNIVERSITY CIR,CPD ,2012-10-19T00:00:00.000Z,1630
1097,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206548,100,MADISON LA,CPD ,2012-10-19T00:00:00.000Z,1544
1098,TRAFFIC-HIT AND RUN,201206549,200,14TH ST,CPD ,2012-10-19T00:00:00.000Z,1534
1099,ASSIST CITIZEN-MENTAL/TDO/ECO,201206550,900,BING LN,CPD ,2012-10-19T00:00:00.000Z,1538
1100,TRAFFIC-HIT AND RUN,201206551,400,13TH ST NW,CPD ,2012-10-19T00:00:00.000Z,1800
1101,ASSAULT-SIMPLE,201206552,600,71/2 ST SW,CPD ,2012-10-19T00:00:00.000Z,1828
1102,RUNAWAY,201206553,2300,ANGUS RD,CPD ,2012-10-19T00:00:00.000Z,1933
1103,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206554,500,ELLIOTT AVE,CPD ,2012-10-19T00:00:00.000Z,2130
1104,RUNAWAY,201206555,400,4TH ST NE,CPD ,2012-10-19T00:00:00.000Z,2237
1105,DISORDERLY CONDUCT,201206556,0,RUN ST,CPD ,2012-10-20T00:00:00.000Z,0100
1106,PROPERTY-FOUND/RECOVERED,201206557,15500,UNIVERSITY AVE,CPD ,2012-10-20T00:00:00.000Z,0355
1107,ASSAULT-SIMPLE,201206558,100,E MAIN ST,CPD ,2012-10-20T00:00:00.000Z,0034
1108,ASSAULT-SIMPLE,201206559,1100,5TH ST SW,CPD ,2012-10-20T00:00:00.000Z,0321
1109,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206560,200,2ND ST NW,CPD ,2012-10-20T00:00:00.000Z,0211
1110,DRIVE UNDER THE INFLUENCE,201206561,600,ELLIOTT AVE,CPD ,2012-10-20T00:00:00.000Z,0419
1111,COUNTERFEITING/FORGERY,201206562,0,ELLIWOOD AVE,CPD ,2012-10-20T00:00:00.000Z,0301
1112,ASSAULT-SIMPLE,201206563,900,CHARLTON AVE,CPD ,2012-10-20T00:00:00.000Z,0320
1113,TOWED VEHICLE,201206564,100,E WATER ST,CPD ,2012-10-20T00:00:00.000Z,0500
1114,TOWED VEHICLE,201206565,100,1ST ST S,CPD ,2012-10-20T00:00:00.000Z,0500
1115,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206566,900,NASSAU ST,CPD ,2012-10-20T00:00:00.000Z,0736
1116,LARCENY-ALL OTHER LARCENY,201206567,1000,BLUE RIDGE RD,CPD ,2012-10-20T00:00:00.000Z,0915
1117,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201206568,1700,JEFFERSON PARK AVE,CPD ,2012-10-20T00:00:00.000Z,0916
1118,PROPERTY-LOST,201206569,1300,W MAIN ST,CPD ,2012-10-20T00:00:00.000Z,0917
1119,DOA,201206572,300,HARRIS RD,CPD ,2012-10-20T00:00:00.000Z,0826
1120,TOWED VEHICLE,201206573,100,APPLETREE RD,CPD ,2012-10-20T00:00:00.000Z,0825
1121,TOWED VEHICLE,201206574,1900,JEFFRSON PARK AVE,CPD ,2012-10-20T00:00:00.000Z,0800
1122,TOWED VEHICLE,201206575,1900,JEFFRSON PARK AVE,CPD ,2012-10-20T00:00:00.000Z,0800
1123,TOWED VEHICLE,201206576,1900,JEFFRSON PARK AVE,CPD ,2012-10-20T00:00:00.000Z,0800
1124,TOWED VEHICLE,201206577,1900,JEFFRSON PARK AVE,CPD ,2012-10-20T00:00:00.000Z,0800
1125,TOWED VEHICLE,201206579,100,SPRING LANE,CPD ,2012-10-20T00:00:00.000Z,0915
1126,BURGLARY/BREAKING AND ENTERING,201206581,1400,GORDON AVE,CPD ,2012-10-20T00:00:00.000Z,1111
1127,MISSING PERSON-JUVENILE,201206582,200,DICE ST,CPD ,2012-10-20T00:00:00.000Z,1139
1128,MOTOR VEHICLE THEFT/STOLEN AUTO,201206583,400,GARRETT ST,CPD ,2012-10-20T00:00:00.000Z,1230
1129,DISORDERLY CONDUCT,201206584,200,W MAIN ST,CPD ,2012-10-20T00:00:00.000Z,0845
1130,TOWED VEHICLE,201206585,200,MONTIBELLO CT,CPD ,2012-10-20T00:00:00.000Z,1326
1131,LITTERING/ILLEGAL TRASH DUMPING,201206586,1400,WESTWOOD RD,CPD ,2012-10-20T00:00:00.000Z,1423
1132,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206587,1400,CARLTON AVE,CPD ,2012-10-20T00:00:00.000Z,1526
1133,FAMILY OFFENSE-NON-VIOLENT,201206589,1100,FOREST ST,CPD ,2012-10-20T00:00:00.000Z,1632
1134,TRAFFIC-HIT AND RUN,201206590,2100,IVY RD,CPD ,2012-10-20T00:00:00.000Z,1706
1135,TRAFFIC-HIT AND RUN,201206591,700,E MARKET ST,CPD ,2012-10-20T00:00:00.000Z,1812
1136,TRESPASS ON REAL PROPERTY,201206592,1600,CHERRY AVE,CPD ,2012-10-20T00:00:00.000Z,1858
1137,LARCENY-SHOPLIFTING,201206593,1900,EMMET ST N,CPD ,2012-10-20T00:00:00.000Z,1845
1138,PROPERTY-FOUND/RECOVERED,201206594,900,RUGBY RD,CPD ,2012-10-20T00:00:00.000Z,2040
1139,RUNAWAY,201206595,2300,ANGUS RD,CPD ,2012-10-20T00:00:00.000Z,2152
1140,RUNAWAY,201206596,2300,ANGUS RD,CPD ,2012-10-20T00:00:00.000Z,2152
1141,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206597,1800,MONTICELLO RD,CPD ,2012-10-20T00:00:00.000Z,2319
1142,ASSAULT-SIMPLE,201206598,400,QUARRY RD,CPD ,2012-10-21T00:00:00.000Z,0045
1143,DISORDERLY CONDUCT,201206599,200,E WATER ST,CPD ,2012-10-21T00:00:00.000Z,0115
1144,DRUG/NARCOTIC VIOLATION,201206600,200,RIDGE ST,CPD ,2012-10-21T00:00:00.000Z,0515
1145,ASSAULT-SIMPLE,201206601,1700,GROVE ST,CPD ,2012-10-21T00:00:00.000Z,0609
1146,DRIVE UNDER THE INFLUENCE,201206602,200,RIDGE MCINTIRE,CPD ,2012-10-21T00:00:00.000Z,0459
1147,DRUG/NARCOTIC VIOLATION,201206603,200,MARKET ST,CPD ,2012-10-21T00:00:00.000Z,0407
1148,ASSAULT-SIMPLE,201206604,100,2ND ST NW,CPD ,2012-10-21T00:00:00.000Z,0357
1149,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206605,1600,GORDON AVE,CPD ,2012-10-21T00:00:00.000Z,0348
1150,MISSING PERSON-ADULT,201206607,500,GROVE AVE,CPD ,2012-10-20T00:00:00.000Z,0923
1151,LARCENY-ALL OTHER LARCENY,201206608,100,E WATER ST,CPD ,2012-10-21T00:00:00.000Z,1049
1152,PROPERTY-FOUND/RECOVERED,201206609,800,AVON ST,CPD ,2012-10-21T00:00:00.000Z,1159
1153,LARCENY-THEFT FROM BUILDING,201206610,1200,WERTLAND ST,CPD ,2012-10-21T00:00:00.000Z,1156
1154,ASSAULT-SIMPLE,201206611,100,CHANCELLOR ST,CPD ,2012-10-21T00:00:00.000Z,1101
1155,MOTOR VEHICLE THEFT/STOLEN AUTO,201206612,700,NASSAU ST,CPD ,2012-10-22T00:00:00.000Z,1027
1156,TRAFFIC-HIT AND RUN,201206613,100,EMMET ST N,CPD ,2012-10-21T00:00:00.000Z,1415
1157,PROPERTY-FOUND/RECOVERED,201206614,500,E MARKET ST,CPD ,2012-10-21T00:00:00.000Z,1327
1158,TRAFFIC-HIT AND RUN,201206615,100,MADISON LN,CPD ,2012-10-21T00:00:00.000Z,1600
1159,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201206616,1100,EMMET ST N,CPD ,2012-10-21T00:00:00.000Z,1826
1160,ANIMAL-BITE,201206617,100,DANBURY CT,CPD ,2012-10-21T00:00:00.000Z,1856
1161,PHONE CALLS-THREATENING OR OBSCENE,201206618,0,S SEMINOLE TR,CPD ,2012-10-21T00:00:00.000Z,1930
1162,ANIMAL-COMPLAINT,201206619,800,ST CLAIR AVE,CPD ,2012-10-21T00:00:00.000Z,1947
1163,LARCENY-THEFT FROM MOTOR VEHICLE,201206620,100,GARRETT ST,CPD ,2012-10-21T00:00:00.000Z,2128
1164,ASSAULT-AGGRAVATED,201206622,200,E MAIN ST,CPD ,2012-10-21T00:00:00.000Z,2321
1165,ASSAULT-SIMPLE,201206623,1000,COTTONWOOD RD,CPD ,2012-10-22T00:00:00.000Z,0330
1166,ROBBERY,201206624,200,E MARKET ST,CPD ,2012-10-22T00:00:00.000Z,0118
1167,ASSIST CITIZEN-MENTAL/TDO/ECO,201206625,300,AVON ST,CPD ,2012-10-22T00:00:00.000Z,0312
1168,MISSING PERSON-JUVENILE,201206626,900,MONTROSE AVE,CPD ,2012-10-22T00:00:00.000Z,0230
1169,LARCENY-THEFT FROM MOTOR VEHICLE,201206627,900,WEST ST,CPD ,2012-10-22T00:00:00.000Z,0640
1170,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206628,1500,ROSA TERRACE DR,CPD ,2012-10-19T00:00:00.000Z,1115
1171,TOWED VEHICLE,201206629,100,2ND ST SW,CPD ,2012-10-22T00:00:00.000Z,0825
1172,LARCENY-ALL OTHER LARCENY,201206630,2300,TARLETON DR,CPD ,2012-10-22T00:00:00.000Z,0844
1173,TRAFFIC-HIT AND RUN,201206631,1400,E HIGH ST,CPD ,2012-10-22T00:00:00.000Z,0915
1174,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206632,100,W HIGH ST,CPD ,2012-10-22T00:00:00.000Z,0906
1175,KNOCK AND TALK,201206633,600,EVERGREEN AVE,CPD ,2013-04-09T00:00:00.000Z,1135
1176,LARCENY-THEFT FROM MOTOR VEHICLE,201206634,900,STONEHENGE AVE,CPD ,2012-10-22T00:00:00.000Z,1015
1177,TRAFFIC-HIT AND RUN,201206635,300,E JEFFERSON ST,CPD ,2012-10-22T00:00:00.000Z,1017
1178,PROPERTY-LOST,201206636,700,GRAVES ST,CPD ,2012-10-22T00:00:00.000Z,1018
1179,LARCENY-ALL OTHER LARCENY,201206637,1900,LEWIS MOUNTAIN RD,CPD ,2012-10-22T00:00:00.000Z,1020
1180,TOWED VEHICLE,201206638,400,E MARKET ST,CPD ,2012-10-22T00:00:00.000Z,1104
1181,PROPERTY-LOST,201206640,300,E MARKET ST,CPD ,2012-10-22T00:00:00.000Z,1029
1182,ASSAULT-SIMPLE,201206641,300,E MAIN ST,CPD ,2012-10-22T00:00:00.000Z,1150
1183,TOWED VEHICLE,201206642,500,PATTON ST,CPD ,2012-10-22T13:42:00.000Z,1342
1184,TRAFFIC-HIT AND RUN,201206643,1900,EMMET ST N,CPD ,2012-10-22T00:00:00.000Z,1445
1185,LARCENY-ALL OTHER LARCENY,201206644,1100,SEMINOLE TRL,CPD ,2012-10-22T00:00:00.000Z,1420
1186,PROPERTY-FOUND/RECOVERED,201206645,100,MONTICELLO AVE,CPD ,2012-10-22T00:00:00.000Z,1438
1187,LARCENY-ALL OTHER LARCENY,201206646,300,W MAIN ST,CPD ,2012-10-22T00:00:00.000Z,1710
1188,DISORDERLY CONDUCT,201206647,500,E WATER ST,CPD ,2012-10-22T00:00:00.000Z,1711
1189,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206649,800,PROSPECT AVE,CPD ,2012-10-22T00:00:00.000Z,2300
1190,ASSAULT-AGGRAVATED,201206650,700,PROSPECT AVE,CPD ,2012-10-22T00:00:00.000Z,2205
1191,ASSAULT-SIMPLE,201206651,200,E MAIN ST,CPD ,2012-10-23T00:00:00.000Z,0138
1192,LARCENY-ALL OTHER LARCENY,201206653,1400,MELBOURNE RD,CPD ,2012-10-23T00:00:00.000Z,1030
1193,TOWED VEHICLE,201206654,100,ALTAMONT CIR,CPD ,2012-10-23T00:00:00.000Z,0941
1194,ANIMAL-COMPLAINT,201206655,2500,WILLARD DR,CPD ,2012-10-23T00:00:00.000Z,1415
1195,LARCENY-ALL OTHER LARCENY,201206657,200,RIDGE MCINTIRE RD,CPD ,2012-10-23T00:00:00.000Z,1428
1196,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206658,600,PRESTON AVE,CPD ,2012-10-23T00:00:00.000Z,1543
1197,DRUG/NARCOTIC VIOLATION,201206660,300,RIVERSIDE AVE,CPD ,2012-10-30T00:00:00.000Z,1636
1198,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201206661,300,CARLTON AVE,CPD ,2012-10-23T00:00:00.000Z,1939
1199,ASSAULT-SIMPLE,201206662,2300,ANGUS RD,CPD ,2012-10-23T00:00:00.000Z,2013
1200,BURGLARY/BREAKING AND ENTERING,201206663,100,KENT TERR,CPD ,2012-10-23T00:00:00.000Z,2117
1201,ASSAULT-SIMPLE,201206664,200,E MAIN ST,CPD ,2012-10-23T00:00:00.000Z,2245
1202,DRUG/NARCOTIC VIOLATION,201206666,700,6TH ST SE,CPD ,2012-10-24T00:00:00.000Z,0140
1203,DRUG/NARCOTIC VIOLATION,201206668,1500,WESTWOOD RD,CPD ,2012-10-25T00:00:00.000Z,0850
1204,CRIME PREVENTION INITIATIVE (CPI),201206669,200,ZAN RD,CPD ,2012-10-24T00:00:00.000Z,0933
1205,COMMUNITY RELATIONS INITIATIVE (CRI),201206670,2500,JEFFERSON PARK AVE,CPD ,2012-10-24T00:00:00.000Z,0934
1206,CRIME PREVENTION INITIATIVE (CPI),201206671,900,2ND ST SE,CPD ,2012-10-24T00:00:00.000Z,0943
1207,ASSIST CITIZEN-MENTAL/TDO/ECO,201206672,500,PARK ST,CPD ,2012-10-24T00:00:00.000Z,0952
1208,PROPERTY-LOST,201206673,1100,SEMINOLE TR,CPD ,2012-10-24T00:00:00.000Z,1010
1209,TRAFFIC-ACCIDENT,201206674,500,PRESTON AVE,CPD ,2012-10-24T00:00:00.000Z,1400
1210,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201206675,100,MAYWOOD LN,CPD ,2012-10-24T00:00:00.000Z,1130
1211,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201206676,900,ROUGEMONT AVE,CPD ,2012-10-24T00:00:00.000Z,1205
1212,TOWED VEHICLE,201206678,600,CABELL AVE,CPD ,2012-10-24T00:00:00.000Z,1215
1213,PROPERTY-LOST,201206679,2200,FONTAINE AVE,CPD ,2012-10-24T00:00:00.000Z,1700
1214,POSS KNIFE AT SCHOOL,201206680,1000,CHERRY AVE,CPD ,2012-10-24T00:00:00.000Z,1330
1215,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201206682,300,PATTON ST,CPD ,2012-10-24T00:00:00.000Z,1523
1216,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206683,1400,RIVER RD,CPD ,2012-10-24T00:00:00.000Z,1530
1217,LARCENY-THEFT FROM BUILDING,201206684,100,2ND ST NW,CPD ,2012-10-24T00:00:00.000Z,1555
1218,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201206685,800,ROSEHILL DR,CPD ,2012-10-24T00:00:00.000Z,1800
1219,DOA,201206686,2100,MICHIE DR,CPD ,2012-10-24T00:00:00.000Z,1628
1220,ASSIST AGENCY-BACKUP/ASSISTANCE,201206687,300,W MAIN ST,CPD ,2012-10-24T00:00:00.000Z,1930
1221,ASSAULT-SIMPLE,201206688,200,CARLTONRD,CPD ,2012-10-24T00:00:00.000Z,2115
